,Time,Sex,AgeStart,Value
0,1985,Male,0,0.07299914
1,1985,Female,0,0.05997651
3,1985,Male,1,0.01127829
4,1985,Female,1,0.01027643
6,1985,Male,2,0.0069238
7,1985,Female,2,0.0062426
9,1985,Male,3,0.00476451
10,1985,Female,3,0.00427089
12,1985,Male,4,0.00337781
13,1985,Female,4,0.00304771
15,1985,Male,5,0.00257317
16,1985,Female,5,0.00231426
18,1985,Male,6,0.0021392
19,1985,Female,6,0.00190146
21,1985,Male,7,0.00183508
22,1985,Female,7,0.00161337
24,1985,Male,8,0.00161648
25,1985,Female,8,0.00141287
27,1985,Male,9,0.00147392
28,1985,Female,9,0.00128512
30,1985,Male,10,0.0013862
31,1985,Female,10,0.00121827
33,1985,Male,11,0.00134205
34,1985,Female,11,0.00119194
36,1985,Male,12,0.00136141
37,1985,Female,12,0.00121026
39,1985,Male,13,0.00142957
40,1985,Female,13,0.00126685
42,1985,Male,14,0.00155537
43,1985,Female,14,0.00136401
45,1985,Male,15,0.00172397
46,1985,Female,15,0.00149362
48,1985,Male,16,0.00196305
49,1985,Female,16,0.00164448
51,1985,Male,17,0.0022219
52,1985,Female,17,0.00177713
54,1985,Male,18,0.00249465
55,1985,Female,18,0.00192361
57,1985,Male,19,0.00273455
58,1985,Female,19,0.00204626
60,1985,Male,20,0.00295616
61,1985,Female,20,0.00216675
63,1985,Male,21,0.00314339
64,1985,Female,21,0.00227359
66,1985,Male,22,0.00329615
67,1985,Female,22,0.00238792
69,1985,Male,23,0.003409
70,1985,Female,23,0.00249724
72,1985,Male,24,0.00349921
73,1985,Female,24,0.00260973
75,1985,Male,25,0.00357292
76,1985,Female,25,0.0027219
78,1985,Male,26,0.00364948
79,1985,Female,26,0.00283647
81,1985,Male,27,0.00373741
82,1985,Female,27,0.00295081
84,1985,Male,28,0.00384618
85,1985,Female,28,0.00307789
87,1985,Male,29,0.00396471
88,1985,Female,29,0.00319138
90,1985,Male,30,0.00413501
91,1985,Female,30,0.00335
93,1985,Male,31,0.00425377
94,1985,Female,31,0.00344466
96,1985,Male,32,0.00448077
97,1985,Female,32,0.00363398
99,1985,Male,33,0.00467925
0,1985,Female,33,0.00379816
2,1985,Male,34,0.00489898
3,1985,Female,34,0.00397936
5,1985,Male,35,0.00516862
6,1985,Female,35,0.00418262
8,1985,Male,36,0.00542236
9,1985,Female,36,0.00438798
11,1985,Male,37,0.0056945
12,1985,Female,37,0.00458762
14,1985,Male,38,0.00601936
15,1985,Female,38,0.00485647
17,1985,Male,39,0.00632181
18,1985,Female,39,0.00507869
20,1985,Male,40,0.00673256
21,1985,Female,40,0.00538716
23,1985,Male,41,0.00699748
24,1985,Female,41,0.00555988
26,1985,Male,42,0.00748462
27,1985,Female,42,0.0059178
29,1985,Male,43,0.00784591
30,1985,Female,43,0.0061491
32,1985,Male,44,0.00830564
33,1985,Female,44,0.00644001
35,1985,Male,45,0.00886033
36,1985,Female,45,0.00679558
38,1985,Male,46,0.00933727
39,1985,Female,46,0.00711984
41,1985,Male,47,0.00994934
42,1985,Female,47,0.00751282
44,1985,Male,48,0.01067424
45,1985,Female,48,0.00803589
47,1985,Male,49,0.01141223
48,1985,Female,49,0.0085462
50,1985,Male,50,0.01235328
51,1985,Female,50,0.0092616
53,1985,Male,51,0.01301369
54,1985,Female,51,0.00970005
56,1985,Male,52,0.0140692
57,1985,Female,52,0.01051286
59,1985,Male,53,0.01494131
60,1985,Female,53,0.01111744
62,1985,Male,54,0.01593544
